172.4 75.0 169.3 54.8 169.3 64.0 171.4 64.8 166.5 47.4
171.4 62.2 168.2 66.9 165.1 52.0 168.8 62.2 167.8 65.0
165.8 62.2 167.8 65.0 164.4 58.7 169.9 57.5 164.9 63.5
